date,month,day,year,total_precip,max_air_temp,min_air_temp,avg_air_temp,max_wind_speed,max_dew_point,min_dew_point
2012-03-23,3,23,2012,0.28,61.4,51.1,54.5,13.5,55.1,43.1
2012-03-24,3,24,2012,0,68.6,50.1,59.8,14.1,57.5,47.5
2012-03-25,3,25,2012,0,76.7,50.7,64.5,9.4,59.4,49.5
2012-03-26,3,26,2012,0.02,77.7,52.2,65.4,17.7,60.3,49.4
2012-03-27,3,27,2012,0,82.3,58.9,71,21.3,59.5,50
2012-03-28,3,28,2012,0.02,80.4,60.1,70.6,12.9,56.9,38.7
2012-03-29,3,29,2012,0.32,74.9,55.5,63.9,23.7,56.4,45.2
2012-03-30,3,30,2012,0,77.6,58.5,67.9,16.5,63.8,49.2
2012-03-31,3,31,2012,0,81.8,52.5,67.1,12.9,62.7,50.2
2012-04-01,4,1,2012,0,89.3,62.2,75,15.3,65.5,48.9
2012-04-02,4,2,2012,0,90.3,60.8,76,14.1,66.1,39.4
2012-04-03,4,3,2012,0,77.2,61.4,69.4,17.1,60.8,52.8
2012-04-04,4,4,2012,0,65.7,54.9,59.1,17.1,57.8,36.7
2012-04-05,4,5,2012,0.34,55.2,44.8,49,17.7,47,36.3
2012-04-06,4,6,2012,0,62.7,36.8,50,14.7,42.1,30.1
2012-04-07,4,7,2012,0.07,57.9,43.1,51.3,13.5,50.6,36
2012-04-08,4,8,2012,0,68.2,39.3,54.8,12.9,47.6,23.8
2012-04-09,4,9,2012,0,69.7,42.2,58.7,17.1,42.1,24.7
2012-04-10,4,10,2012,0,61.7,42.5,52.7,17.7,35,20.1
2012-04-11,4,11,2012,0,57,36,46.4,12.9,32.6,18.9
2012-04-12,4,12,2012,0.01,66.1,34.6,52.2,13.5,46.5,27.7
2012-04-13,4,13,2012,0.88,59.8,45.9,52.8,17.1,58.1,35.4
2012-04-14,4,14,2012,1.26,78,59.3,66.8,21.3,64.3,57.5
2012-04-15,4,15,2012,0.82,71.4,57.1,65.9,21.3,65.3,50.5
2012-04-16,4,16,2012,0,65.1,49.3,56.7,29.6,50.7,37.9
2012-04-17,4,17,2012,0,70.4,45,58.2,11.7,50.5,41
2012-04-18,4,18,2012,0,75.4,51,63.5,16.5,53.1,42.6
2012-04-19,4,19,2012,0.05,80,53.9,67.5,18.9,57.9,40.9
2012-04-20,4,20,2012,0.12,62.5,41.5,48.8,16.5,58.6,37.1
2012-04-21,4,21,2012,0,61.6,35.4,50.1,11.1,43.2,33.4
2012-04-22,4,22,2012,0,56.8,44.2,49.7,16.5,46.2,37.5
2012-04-23,4,23,2012,0,62.9,38.7,51.9,20.1,44.1,34.5
2012-04-24,4,24,2012,0,79,44.9,63.4,21.3,56.2,38.1
2012-04-25,4,25,2012,0,86.1,58.9,74.6,18.9,65.3,53.5
2012-04-26,4,26,2012,0,80.4,60.3,70.2,12.3,59.4,42.6
2012-04-27,4,27,2012,0,60.5,49.2,53.9,24.9,46.2,28
2012-04-28,4,28,2012,0.43,72.4,52.9,62.1,14.1,64.4,45.9
2012-04-29,4,29,2012,1.66,70.4,48.7,57.8,17.7,64.5,47.6
2012-04-30,4,30,2012,0.8,65.7,57.1,61.5,15.3,63.1,56
2012-05-01,5,1,2012,0.54,81.7,57.7,70.6,18.3,68.7,56.8
2012-05-02,5,2,2012,0,86.9,67.5,77.3,18.9,69.6,61.1
2012-05-03,5,3,2012,0,84.1,67.4,74.7,17.7,71.7,63.7
2012-05-04,5,4,2012,0.03,84,64.4,74.6,16.5,73.3,61.5
2012-05-05,5,5,2012,0,88.1,68,78.4,11.7,74.4,66.7
2012-05-06,5,6,2012,0.29,88.3,65.2,76.2,24.3,72.6,58.7
2012-05-07,5,7,2012,0.02,71,58.8,65.7,26.1,64,50.7
2012-05-08,5,8,2012,0,73.2,56.5,64.4,22.5,51.7,34.9
2012-05-09,5,9,2012,0,69.4,50.5,60,18.3,50.7,41.1
2012-05-10,5,10,2012,0,74,47.1,62.5,11.1,53.4,43.1
2012-05-11,5,11,2012,0,76.3,53.8,66.1,13.5,56.2,48.4
2012-05-12,5,12,2012,0,75.7,58.1,65.9,14.7,61.1,51.5
2012-05-13,5,13,2012,0,76.1,55.8,64.8,13.5,58.6,45.5
2012-05-14,5,14,2012,0,77.8,50.8,65.4,10.5,54.3,36.3
2012-05-15,5,15,2012,0,82.3,49.6,68.1,16.5,56.5,44.9
2012-05-16,5,16,2012,0,78.1,56.4,68.3,13.5,52.9,40.3
2012-05-17,5,17,2012,0,79.4,53.5,67,12.9,51,37.1
2012-05-18,5,18,2012,0,87.5,55.3,73.3,13.5,63,45.3
2012-05-19,5,19,2012,0,88,66.1,77.7,17.7,64.1,55
2012-05-20,5,20,2012,0,84,63.5,74.3,18.9,66.3,52.8
2012-05-21,5,21,2012,0,74,53.6,63.7,15.9,53,34.5
2012-05-22,5,22,2012,0,79.1,47.8,65.4,12.9,50.6,35.7
2012-05-23,5,23,2012,0,86.8,58.7,73.3,20.1,56.9,47.6
2012-05-24,5,24,2012,0,88.7,68.4,78.3,19.5,67.3,46
2012-05-25,5,25,2012,0,91.9,70.3,77.4,15.9,72.7,60.4
2012-05-26,5,26,2012,0,92.2,71.1,81.9,14.1,72.5,64.9
2012-05-27,5,27,2012,0,92,69.1,81.4,16.5,65.8,54
2012-05-28,5,28,2012,0.1,91.1,69.5,81.6,21.3,68.3,59.1
2012-05-29,5,29,2012,0,87.9,65.5,76.8,13.5,61.5,42.4
2012-05-30,5,30,2012,0.04,81.6,58.7,71.6,12.9,57.5,41.6
2012-05-31,5,31,2012,0,67.7,52.2,61.1,15.3,57,47.5
2012-06-01,6,1,2012,0,67.2,48.5,58.4,18.9,48.5,38.7
2012-06-02,6,2,2012,0,81.7,55.1,67.3,18.9,54.9,43.3
2012-06-03,6,3,2012,0,85.8,55.5,70.7,14.7,65,47.6
2012-06-04,6,4,2012,0,94,62.7,77.2,20.7,69,56.4
2012-06-05,6,5,2012,0,83.9,61.4,73.2,15.3,59.8,47
2012-06-06,6,6,2012,0,82.1,63.3,71.8,12.9,54.8,46.2
2012-06-07,6,7,2012,0,81.8,57.7,70.9,12.9,52.2,43.3
2012-06-08,6,8,2012,0,86.7,57.1,73.9,13.5,55.1,42.4
2012-06-09,6,9,2012,0,91.3,62.2,78.2,14.1,61.3,50.1
2012-06-10,6,10,2012,0,89.6,69.2,79.5,19.5,68,58.6
2012-06-11,6,11,2012,0.75,79.5,64.3,72.5,24.3,68.4,57.6
2012-06-12,6,12,2012,0,81.3,61.1,71.6,15.9,58,38.1
2012-06-13,6,13,2012,0,83.8,56.8,71.1,12.9,54.2,43.4
2012-06-14,6,14,2012,0,90.8,62.2,76.6,17.1,59.1,46.8
2012-06-15,6,15,2012,0,92.5,68.3,80.7,18.9,68.4,54.7
2012-06-16,6,16,2012,0.89,94.7,70,79.4,26.1,70.6,57.3
2012-06-17,6,17,2012,0,89.6,70.6,79.1,13.5,72.9,63
2012-06-18,6,18,2012,0,92.8,73.4,83.1,24.3,68.7,55.6
2012-06-19,6,19,2012,0,90.5,75,82.7,18.9,70.3,63.1
2012-06-20,6,20,2012,0,93.6,74.7,83.5,18.3,69.4,62.5
2012-06-21,6,21,2012,0,85.2,69.3,76.2,24.9,68.3,51.8
2012-06-22,6,22,2012,0,85.8,64.6,75.6,15.3,61.2,49.9
2012-06-23,6,23,2012,0,89.2,64.8,77.9,15.3,65.4,54.9
2012-06-24,6,24,2012,0,100,71,86.3,15.3,69.4,58.2
2012-06-25,6,25,2012,0,89.6,70.1,81.9,20.1,71.1,47.6
2012-06-26,6,26,2012,0,91.3,59.6,76.3,15.9,55.6,41.7
2012-06-27,6,27,2012,0,103.2,67.6,85.5,15.3,64.7,46.4
2012-06-28,6,28,2012,0,103.5,74.7,89.5,20.1,65.3,53.7
2012-06-29,6,29,2012,0,102.6,74.7,89.5,16.5,66.3,51.5
2012-06-30,6,30,2012,0,100.7,73,87.7,14.1,67.2,53.8
2012-07-01,7,1,2012,0,100.7,75.9,87.3,14.1,69.1,51.8
2012-07-02,7,2,2012,0,98.9,75.3,85.1,21.3,70.4,59.3
2012-07-03,7,3,2012,0,98.9,75,87.4,16.5,69.6,61.9
2012-07-04,7,4,2012,0,101.9,77.8,89.5,15.9,65.9,50.1
2012-07-05,7,5,2012,0,102.5,75.3,90,15.3,67.1,57.3
2012-07-06,7,6,2012,0,103.9,77.8,92,12.9,71,52.7
2012-07-07,7,7,2012,0.03,104.9,78.7,88,24.9,72.2,56.3
2012-07-08,7,8,2012,0,94.6,75.6,84.9,17.7,74.3,63.7
2012-07-09,7,9,2012,0,91,72,81.2,18.9,70.5,50.3
2012-07-10,7,10,2012,0,93.8,67.1,82.3,12.3,64,53.1
2012-07-11,7,11,2012,0,91.2,73,81,14.1,63.6,53.2
2012-07-12,7,12,2012,0,97,69.7,83.9,15.3,64.6,48.2
2012-07-13,7,13,2012,0.05,94.9,72.2,78.9,21.3,69.3,58
2012-07-14,7,14,2012,0,94.6,68.2,81,11.1,69.2,58.1
2012-07-15,7,15,2012,0,95.8,71.2,84.1,11.7,69.6,56.7
2012-07-16,7,16,2012,0,98.1,75.5,87,14.7,71,61.1
2012-07-17,7,17,2012,0,99,78,88.7,15.3,69.5,60.1
2012-07-18,7,18,2012,0,103.1,78.4,91.5,17.1,67.6,58.3
2012-07-19,7,19,2012,0.15,100.2,74.7,87.6,20.1,72.3,58.4
2012-07-20,7,20,2012,0,86.7,70.6,78.6,16.5,68,62.9
2012-07-21,7,21,2012,0,94.9,68.2,82,13.5,66.4,49.3
2012-07-22,7,22,2012,0,101.4,72.9,87.8,15.3,64.3,51.5
2012-07-23,7,23,2012,0,104.1,77.6,91.4,15.3,69.8,56.8
2012-07-24,7,24,2012,0,103,81.4,92.3,14.7,68.7,57.8
2012-07-25,7,25,2012,0,104.1,82.4,92.8,19.5,67.3,58.1
2012-07-26,7,26,2012,0.32,89.2,70.7,80.8,19.5,74,62.1
2012-07-27,7,27,2012,0,93.5,72.2,82.6,21.9,69.2,51.9
2012-07-28,7,28,2012,0.01,93.7,67,81,16.5,62.4,51.7
2012-07-29,7,29,2012,0.3,99.1,68.2,81.8,18.9,68.6,61.2
2012-07-30,7,30,2012,0,89.8,72,80.8,9.9,71.4,66.2
2012-07-31,7,31,2012,0,102.9,69.8,86.9,9.4,72.2,48.5
2012-08-01,8,1,2012,0,100.7,75.8,88.3,12.9,68.9,55.9
2012-08-02,8,2,2012,0,90.9,75.9,83,14.1,71,59.3
2012-08-03,8,3,2012,0,96.2,72.9,85.4,10.5,72.6,61.8
2012-08-04,8,4,2012,0,97.4,78.8,86.4,17.1,72.8,64.6
2012-08-05,8,5,2012,0.01,92.4,71.7,81.6,15.9,66.7,48.1
2012-08-06,8,6,2012,0,96.4,66.5,80.9,11.1,60,39.5
2012-08-07,8,7,2012,0,102.6,67.1,85.6,11.7,59.9,46.3
2012-08-08,8,8,2012,0,92.4,71.8,81.1,20.7,65.3,55.6
2012-08-09,8,9,2012,0,93.3,67.4,79.2,16.5,65.6,57.8
2012-08-10,8,10,2012,0,82.6,63,71.8,17.7,59.6,48.6
2012-08-11,8,11,2012,0,87.6,57.3,73.7,11.7,55.7,43.8
2012-08-12,8,12,2012,0.03,86.2,64.7,74.7,12.9,63.8,48.3
2012-08-13,8,13,2012,0,73.6,65.2,69.6,15.9,63,58
2012-08-14,8,14,2012,0,78.5,59.1,68.6,11.7,60.5,55.7
2012-08-15,8,15,2012,0,94.1,55.9,77.4,14.1,61,53.1
2012-08-16,8,16,2012,0,90.2,69.3,80.2,22.5,69.7,50.6
2012-08-17,8,17,2012,0,84.5,59.3,71.7,14.7,54.5,35
2012-08-18,8,18,2012,0,86,56.3,72.3,14.7,49.7,36.7
2012-08-19,8,19,2012,0,82.8,63.3,72.9,13.5,50.9,37.5
2012-08-20,8,20,2012,0,86.9,56.3,72.9,19.5,53.1,42.5
2012-08-21,8,21,2012,0,93,62.3,77.9,17.7,52.4,41.3
2012-08-22,8,22,2012,0,97.9,64,81.1,20.1,54.3,40.4
2012-08-23,8,23,2012,0,96.6,68.1,82.7,17.7,54.7,43.1
2012-08-24,8,24,2012,0,96.2,70.1,81.6,17.1,55.3,42.6
2012-08-25,8,25,2012,0,89.6,68.6,77.4,18.3,70.6,54.2
2012-08-26,8,26,2012,0.01,83.2,71.7,76,14.7,72.9,68.2
2012-08-27,8,27,2012,0,93.7,69.2,79.5,14.7,69.6,49.7
2012-08-28,8,28,2012,0,95.8,64.5,81.1,14.7,61.6,47.1
2012-08-29,8,29,2012,0,95.7,67.9,81.7,14.1,61.3,49.8
2012-08-30,8,30,2012,0,99.3,68.5,84.3,13.5,61.8,46.4
2012-08-31,8,31,2012,1.79,79.8,72.3,74.7,26.1,73.8,60.7
2012-09-01,9,1,2012,0.37,78.2,70.8,73.4,11.1,72.9,69.5
2012-09-02,9,2,2012,0.02,83.7,67.4,74,12.3,71.2,66.3
2012-09-03,9,3,2012,0,92.9,68.4,80.6,11.7,72.6,64.1
2012-09-04,9,4,2012,0.09,94.4,71.4,81.9,11.1,72.1,64.8
2012-09-05,9,5,2012,0.01,91.2,72.2,80,20.1,72.7,63.8
2012-09-06,9,6,2012,0,88.4,70.6,78,14.7,69.5,62.1
2012-09-07,9,7,2012,0.44,92.5,60.4,74.5,35.6,70.7,56.6
2012-09-08,9,8,2012,0,75.9,54.3,65,18.3,57.5,44.5
2012-09-09,9,9,2012,0,75.7,56,65.4,15.9,52.9,45
2012-09-10,9,10,2012,0,80.5,53.4,67.5,15.9,54.6,46.1
2012-09-11,9,11,2012,0,88.3,58.7,73.4,13.5,62,50.4
2012-09-12,9,12,2012,0,87.9,63.3,75.2,15.9,61.5,51.6
2012-09-13,9,13,2012,0.29,69.4,50.7,61.4,17.1,60.1,48.1
2012-09-14,9,14,2012,0.11,67.7,50.8,58.6,13.5,52.7,47.6
2012-09-15,9,15,2012,0,68.3,54.3,62.2,18.3,53.5,46.2
2012-09-16,9,16,2012,0,76.2,55.2,65.9,7.6,64.5,52.3
2012-09-17,9,17,2012,0.02,77.8,55.4,66.6,18.3,67,47.7
2012-09-18,9,18,2012,0,68.4,47.7,57.3,16.5,48.8,31
2012-09-19,9,19,2012,0,79.1,46.9,64.2,20.7,52.1,37.3
2012-09-20,9,20,2012,0,77.3,55.8,66.2,17.1,52.8,29.8
2012-09-21,9,21,2012,0,83.5,56.6,68.6,26.1,60.5,37.9
2012-09-22,9,22,2012,0,68.3,47.9,59.1,14.7,46.7,24.5
2012-09-23,9,23,2012,0,68.1,40.2,54.5,12.3,41.8,31
2012-09-24,9,24,2012,0,74.7,43.7,60.7,14.7,51.6,37.5
2012-09-25,9,25,2012,0.31,84.4,63,71,19.5,67.7,51.1
2012-09-26,9,26,2012,0.02,76.2,63.7,67.9,16.5,65.2,59.8
2012-09-27,9,27,2012,0,70.4,58.2,65,10.5,62.8,54.3
2012-09-28,9,28,2012,0.04,73.2,53.1,63.1,12.9,59.3,42.3
2012-09-29,9,29,2012,0,76.9,46,61.1,10.5,50,40.8
2012-09-30,9,30,2012,0,76.8,49.4,63,12.3,54.5,41.2
2012-10-01,10,1,2012,0,73.7,51.2,61.8,14.7,53.2,38.5
2012-10-02,10,2,2012,0,76,45.7,61.1,12.9,50,41.2
2012-10-03,10,3,2012,0,76.6,54.8,64.1,12.9,54.4,48.2
2012-10-04,10,4,2012,0.02,74.6,47.4,61,17.7,57.8,41.7
2012-10-05,10,5,2012,0.34,48.4,36.8,44.8,13.5,45.7,33
2012-10-06,10,6,2012,0,48.7,35,42,13.5,35.2,26.9
2012-10-07,10,7,2012,0,55.3,34.5,44.7,14.1,33.2,23.6
2012-10-08,10,8,2012,0,61.9,35.5,48.7,17.7,37.3,28.2
2012-10-09,10,9,2012,0,69.6,42,54.6,19.5,53.1,36.8
2012-10-10,10,10,2012,0,59.9,37,48.6,15.9,38.6,26.6
2012-10-11,10,11,2012,0,61.2,40.7,53.1,12.3,50.7,29.3
2012-10-12,10,12,2012,0,63.2,48.3,55.3,19.5,52.2,32.7
2012-10-13,10,13,2012,1.21,73.1,56,64.2,18.9,64.9,52
2012-10-14,10,14,2012,0.08,68.6,49.9,62,25.5,62.1,43.4
2012-10-15,10,15,2012,0,73.2,43,58.2,11.7,48.2,37.2
2012-10-16,10,16,2012,0,82,54.3,67.5,21.9,51,40.4
2012-10-17,10,17,2012,0.24,63.6,49.4,58.1,26.1,60.6,41.1
2012-10-18,10,18,2012,0,59,46.2,51.4,30.2,42,26.5
2012-10-19,10,19,2012,0.03,51.6,44.6,47.7,23.1,43.7,40.7
2012-10-20,10,20,2012,0,67.1,42.6,53.7,9.4,47.1,40
2012-10-21,10,21,2012,0,80,51.6,67,11.1,64.2,43.4
2012-10-22,10,22,2012,0,80.3,68,73.3,14.1,67.7,63.7
2012-10-23,10,23,2012,0.59,80.8,62.7,70.4,15.3,66.6,58
2012-10-24,10,24,2012,0,84.5,67.2,74.4,18.9,65.7,58.1
2012-10-25,10,25,2012,0.13,76.5,41.3,57.3,24.9,63.3,31.1
2012-10-26,10,26,2012,0,48.2,35.9,41.8,17.7,31.6,25.4
2012-10-27,10,27,2012,0,47.4,30.5,38.5,14.7,31.4,25.7
2012-10-28,10,28,2012,0,51.3,30.8,39.9,14.1,30.3,20
2012-10-29,10,29,2012,0,50.3,29.3,40.5,7.6,33.9,25.2
2012-10-30,10,30,2012,0,58.7,29.3,45,12.9,33.1,21.7
2012-10-31,10,31,2012,0,57.4,36.8,46.4,14.1,30.2,15.8
2012-11-01,11,1,2012,0,70.9,34.9,52.8,14.1,43.1,28.8
2012-11-02,11,2,2012,0,59.8,39.1,48.8,15.3,38.2,28.6
2012-11-03,11,3,2012,0,55.1,37.3,46.9,12.9,39.5,33.7
2012-11-04,11,4,2012,0,53.6,31.6,43.2,9.4,39.7,30.3
2012-11-05,11,5,2012,0.44,44.3,41.1,42.6,12.3,42.1,35.6
2012-11-06,11,6,2012,0,52.3,42.3,46.2,13.5,44,34.6
2012-11-07,11,7,2012,0,49.7,36.5,44.2,14.1,36.9,31.4
2012-11-08,11,8,2012,0,61.6,34.4,48.2,14.1,39.7,30.4
2012-11-09,11,9,2012,0,74.3,48.4,60.9,17.1,55.6,37.8
2012-11-10,11,10,2012,0,77.4,58.9,67.1,24.3,53.7,44
2012-11-11,11,11,2012,0.87,68.2,30.3,51.5,26.6,57.3,23.2
2012-11-12,11,12,2012,0,44.8,26,34.7,24.3,25.3,16.2
2012-11-13,11,13,2012,0,54,24.3,38.9,11.1,28.5,20.1
2012-11-14,11,14,2012,0,56.8,34.1,44.3,10.5,32.7,21
2012-11-15,11,15,2012,0,58.1,33,44.9,8.8,34.2,21.2
2012-11-16,11,16,2012,0,61.7,31.1,45.8,7,42,28.3
2012-11-17,11,17,2012,0,61.1,35.8,47.8,11.7,33,24.7
2012-11-18,11,18,2012,0,64.9,37.4,51.1,9.9,31.9,21.7
2012-11-19,11,19,2012,0.11,60.2,46.6,51.2,13.5,49.4,31.3
2012-11-20,11,20,2012,0,62.5,40.4,50.7,14.1,47.6,38.5
2012-11-21,11,21,2012,0,68.4,33.1,50.7,12.9,49.4,32.3
2012-11-22,11,22,2012,0.02,72.6,47,58.4,23.1,53.2,33.4
2012-11-23,11,23,2012,0,47.3,26.7,37.3,27.2,34.6,14.8
2012-11-24,11,24,2012,0,40.7,22.1,31.6,11.1,21.3,14.6
2012-11-25,11,25,2012,0,56.9,36.6,45,12.9,32,20.8
2012-11-26,11,26,2012,0,42,25.2,34.5,19.5,29.1,17.1
2012-11-27,11,27,2012,0,39.8,17.8,28.9,10.5,18.9,11.8
2012-11-28,11,28,2012,0,51.9,22.9,37.4,10.5,29.7,17.6
2012-11-29,11,29,2012,0,64,35.7,48.8,14.7,38.9,26.7
2012-11-30,11,30,2012,0,66.1,43.5,52.9,16.5,44.3,30.5
2012-12-01,12,1,2012,0,66.9,46.4,59.8,16.5,56.3,41.5
2012-12-02,12,2,2012,0,71.8,55.4,63.1,12.9,57.2,48
2012-12-03,12,3,2012,0.14,75.2,53.6,65.5,23.7,59.5,49
2012-12-04,12,4,2012,0,61.8,37.9,51.1,9.4,49.2,24.7
2012-12-05,12,5,2012,0,58.8,32.2,45,11.1,40,28.9
2012-12-06,12,6,2012,0,54.4,39.4,47.2,9.4,42.8,33.1
2012-12-07,12,7,2012,0,48.8,44.4,47,9.4,45.3,40.3
2012-12-08,12,8,2012,0.02,45,39.9,41.6,13.5,43.8,33.9
2012-12-09,12,9,2012,0,44.8,24.7,39.8,20.1,43,17
2012-12-10,12,10,2012,0,30.6,21,24.2,18.3,20.4,13.9
2012-12-11,12,11,2012,0,43.4,18.7,29.7,12.3,22.1,14.8
2012-12-12,12,12,2012,0,51.4,24.3,38,15.9,21.9,10.4
2012-12-13,12,13,2012,0,58.8,33.1,44.5,16.5,24.9,16.7
2012-12-14,12,14,2012,0.05,53.5,36.8,45.7,13.5,37.3,22.2
2012-12-15,12,15,2012,0.47,60.4,41.9,51.2,21.9,46.7,36.9
2012-12-16,12,16,2012,0,48,37.8,41.7,10.5,43.2,35.5
2012-12-17,12,17,2012,0.06,39.6,33,36.8,14.7,36.8,30.6
2012-12-18,12,18,2012,0,57.6,32,43.6,20.1,38.1,30.8
2012-12-19,12,19,2012,0.01,49.9,31.4,38.6,17.7,48.7,28.2
2012-12-20,12,20,2012,0.05,55.5,22.2,34,37.4,52.9,16.4
2012-12-21,12,21,2012,0.04,35.5,20.2,25.9,21.9,19.9,12.3
2012-12-22,12,22,2012,0,55,17.5,36.1,11.1,26.7,14.5
2012-12-23,12,23,2012,0,44.7,28,35,10.5,31.3,19
2012-12-24,12,24,2012,0,28.5,19.2,22.6,14.7,24.7,13
2012-12-25,12,25,2012,0,27.9,19.1,23.2,18.3,21.5,13.9
2012-12-26,12,26,2012,0,29.4,19,23.4,15.3,19.3,13.8
2012-12-27,12,27,2012,0,36.3,23.4,28.8,15.3,23.6,18.1
2012-12-28,12,28,2012,0,34.9,27.6,32,15.9,27.9,23
2012-12-29,12,29,2012,0,29.1,21.7,25.1,19.5,23.4,15.7
2012-12-30,12,30,2012,0,43.7,22.2,33.6,17.1,23.7,14.9
2012-12-31,12,31,2012,0.2,38.8,23.8,33.5,13.5,33.4,16.6
2013-01-01,1,1,2013,0,24.7,13.9,19.9,10.5,21.1,8.9
2013-01-02,1,2,2013,0.02,35.2,11.4,23,11.1,21.9,7.7
2013-01-03,1,3,2013,0,37.4,20.9,28.6,15.3,28.1,18.4
2013-01-04,1,4,2013,0,41.2,19.7,29.8,18.3,23.8,17.3
2013-01-05,1,5,2013,0.01,39.6,30.6,35.5,14.1,33.3,21.9
2013-01-06,1,6,2013,0,35.7,23.4,29.7,18.9,30,17.9
2013-01-07,1,7,2013,0,50.1,23.8,35.8,17.7,24.8,18.1
2013-01-08,1,8,2013,0,54.6,31.5,43.2,12.9,34.8,21.6
2013-01-09,1,9,2013,0,55.8,35,45.1,12.9,36.6,23.7
2013-01-10,1,10,2013,0.2,48.6,39,44.6,16.5,47.6,19.9
2013-01-11,1,11,2013,0,62.7,44.7,54.5,20.7,48.5,43.7
2013-01-12,1,12,2013,0.01,57.5,25.3,38.7,18.3,45.3,16.1
2013-01-13,1,13,2013,0,25.9,17,21,18.9,24.3,10.6
2013-01-14,1,14,2013,0.21,28.3,9.4,18.7,9.4,13.7,4.8
2013-01-15,1,15,2013,0.01,29.5,10.4,20.5,10.5,16.1,6.1
2013-01-16,1,16,2013,0.06,42.9,13.5,28.8,22.5,23.9,9.4
2013-01-17,1,17,2013,0,43.2,26.9,34,13.5,29.5,17.3
2013-01-18,1,18,2013,0,56.8,29.4,42.2,23.7,28,21.7
2013-01-19,1,19,2013,0,59.4,42.7,49.7,30.2,36.1,25.9
2013-01-20,1,20,2013,0,43.2,21.9,29.5,15.9,29.9,4.7
2013-01-21,1,21,2013,0,23,14.6,17.3,20.7,11.3,-9.7
2013-01-22,1,22,2013,0,22.7,13.4,17.1,8.8,9.9,-3.9
2013-01-23,1,23,2013,0,44.5,12.7,27.5,14.7,21.5,8.1
2013-01-24,1,24,2013,0,26.4,10.8,20.1,15.9,12.5,0.2
2013-01-25,1,25,2013,0,42.6,25.9,33.1,14.7,21.4,7.9
2013-01-26,1,26,2013,0,46.5,24.1,34.3,12.9,21.9,13.8
2013-01-27,1,27,2013,0.13,56.1,32.4,43.3,18.3,51.3,18.4
2013-01-28,1,28,2013,0,75.8,55.3,64.1,21.9,59.9,51
2013-01-29,1,29,2013,1.89,66.5,45.3,58.1,29.6,60,44.4
2013-01-30,1,30,2013,0.1,45.4,24.4,31.3,22.5,44.5,14.4
2013-01-31,1,31,2013,0,29.1,8.8,20.7,26.6,19.4,-2.9
2013-02-01,2,1,2013,0,28.9,6.1,17.7,14.7,12.3,-3
2013-02-02,2,2,2013,0,37.6,27.9,32.6,20.1,28.1,12.1
2013-02-03,2,3,2013,0,42.1,28.6,34.7,21.3,29.1,10.5
2013-02-04,2,4,2013,0,52.4,25.3,38.7,17.1,32.3,19.8
2013-02-05,2,5,2013,0,54.5,23.3,37.7,19.5,33.6,20.4
2013-02-06,2,6,2013,0,59.8,30.3,44.9,14.7,32.6,24.7
2013-02-07,2,7,2013,0.19,49,34.6,44.3,17.1,47.5,28.8
2013-02-08,2,8,2013,0,36.1,30.5,32.2,15.3,32,26.6
2013-02-09,2,9,2013,0.08,47.1,30.1,36.7,18.3,34.8,26.4
2013-02-10,2,10,2013,0.28,63.2,37.4,48,30.8,52.4,22.8
2013-02-11,2,11,2013,0,49.1,30.4,40.1,26.6,27.8,22.2
2013-02-12,2,12,2013,0,41.9,24.8,34.6,8.8,27.8,21.4
2013-02-13,2,13,2013,0,51.5,31.3,40.6,18.9,32.8,25.7
2013-02-14,2,14,2013,0,51.6,36.5,43.6,18.9,33.5,25
2013-02-15,2,15,2013,0,39.1,24.8,32.2,17.1,26.3,7.5
2013-02-16,2,16,2013,0,37.1,18.5,28.2,15.9,18.8,9.6
2013-02-17,2,17,2013,0,55.3,29.1,42.2,17.1,29.4,16.5
2013-02-18,2,18,2013,0.33,56.1,28.1,45.2,30.8,49.6,18.1
2013-02-19,2,19,2013,0,31.6,22.2,26,27.9,18.9,6.5
2013-02-20,2,20,2013,0,26.5,14.6,21.1,15.9,13.6,5.5
2013-02-21,2,21,2013,0,28.5,21.3,23.9,26.6,28,12.5
2013-02-22,2,22,2013,0,32.3,19.9,27.3,19.5,31.7,16.2
2013-02-23,2,23,2013,0.43,33.6,13.7,23.5,13.5,19.1,11.6
2013-02-24,2,24,2013,0,46.9,12.1,31.1,11.7,25.3,9.8
2013-02-25,2,25,2013,0.16,42,28.9,35.1,26.1,32.9,23.5
2013-02-26,2,26,2013,0.15,33.8,31.7,32.7,17.7,33.3,30.3
2013-02-27,2,27,2013,0.18,32.3,29,30.8,26.6,30.8,25.8
2013-02-28,2,28,2013,0.14,33.1,27.8,30.9,19.5,27.6,23.4
2013-03-01,3,1,2013,0.02,32.3,24.2,29.2,12.3,26.8,19.1
2013-03-02,3,2,2013,0.16,32.9,19.4,26.1,14.7,20.1,14.7
2013-03-03,3,3,2013,0.17,37.6,15.2,28.6,14.7,24.2,12.5
2013-03-04,3,4,2013,0,49.8,33.6,39.8,15.9,31.7,23.5
2013-03-05,3,5,2013,0.04,36.5,30.3,32.7,32.6,32.4,18.5
2013-03-06,3,6,2013,0,36.1,24,30.2,15.9,23.3,18.1
2013-03-07,3,7,2013,0,45.2,20.1,33.1,13.5,27.8,16.9
2013-03-08,3,8,2013,0,51.7,32.2,41.9,14.7,33.1,27
2013-03-09,3,9,2013,0.87,67.8,39.4,52.3,18.3,49,28.7
2013-03-10,3,10,2013,0.69,56.1,32.4,48.3,22.5,54,30
